Coast|Dogs not allowed|Established campsites|Fall foilage|Good for kids|Lakes|Mountain views|Old growth|Ridges/passes|Rivers|Summits|Waterfalls|Wildflowers/Meadows|Wildlife|elevation_gain|highest_point|hike_name|lat|long|numReports|number_votes|url|which_pass|super_region|sub_region|total_distance|stars|Backcountry camping permit. Register in person at ranger station (no fee)|Discover Pass|Discover Pass, Sno-Parks Permit|National Monument Fee|National Monument Fee, Sno-Parks Permit|National Park Pass|None|None, Northwest Forest Pass|Northwest Forest Pass|Northwest Forest Pass, Sno-Parks Permit|Oregon State Parks Day-Use|Refuge Entrance Pass|Sno-Parks Permit|Wilderness permit. Self-issue at trailhead (no fee)| Bellingham Area| Blewett Pass| Chinook Pass - Hwy 410| Cle Elum Area| Columbia River Gorge - OR| Columbia River Gorge - WA| Cougar Mountain| Dark Divide| Entiat Mountains/Lake Chelan| Goat Rocks| Grand Coulee| Hood Canal| Kitsap Peninsula| Leavenworth Area| Lewis River Region| Long Beach Area| Methow/Sawtooth| Mount Adams Area| Mount Baker Area| Mount St. Helens| Mountain Loop Highway| NE - Sunrise/White River| NW - Carbon River/Mowich| North Bend Area| North Cascades Highway - Hwy 20| Northern Coast| Okanogan Highlands/Kettle River Range| Olympia| Orcas Island| Pacific Coast| Palouse and Blue Mountains| Pasayten| Potholes Region| SE - Cayuse Pass/Steven's Canyon| SW - Longmire/Paradise| Salmon La Sac/Teanaway| San Juan Islands| Seattle-Tacoma Area| Selkirk Range| Snoqualmie Pass| Spokane Area/Coeur d'Alene| Squak Mountain| Stevens Pass - East| Stevens Pass - West| Tiger Mountain| Tri-Cities| Vancouver Area| Wenatchee| Whidbey Island| White Pass/Cowlitz River Valley| Yakima|NaN|distance_from_median
1743|0|0|0|0|0|0|1|0|1|0|0|0|1|1|3700.0|6600.0|Slate Creek|48.3957|-120.4502|11|4.0|https://www.wta.org/go-hiking/hikes/slate-creek-1|Northwest Forest Pass|North Cascades| Methow/Sawtooth|6.0|2.5|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9204.100096390282
1952|0|0|0|0|1|1|0|0|0|0|0|0|0|1|33.0|463.0|Green Lantern Trail|47.8895|-122.20700000000001|11|2.0|https://www.wta.org/go-hiking/hikes/green-lantern-trail||Puget Sound and Islands| Seattle-Tacoma Area|2.8|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9357.557977143388
276|0|0|0|0|0|0|0|0|1|0|1|0|0|0|||Alki Crest|46.9819|-121.9421|11||https://www.wta.org/go-hiking/hikes/alki-crest|National Park Pass|nan|NaN|||0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9449.733328715856
1089|0|0|0|0|1|0|0|0|0|0|0|1|0|1|||Falls Creek Falls|48.6346|-120.1559|11||https://www.wta.org/go-hiking/hikes/falls-creek-1|Northwest Forest Pass|nan|NaN|||0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9249.79108104123
681|0|0|0|0|1|1|0|0|0|0|0|0|0|0|400.0|3100.0|Twin Lakes Snowshoe|47.383|-121.3928|11|2.0|https://www.wta.org/go-hiking/hikes/twin-lakes-snowshoe|Sno-Parks Permit|Snoqualmie Region| Snoqualmie Pass|8.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|9422.760098303026
272|0|0|0|0|0|0|1|0|0|0|1|0|0|0|2500.0|4000.0|East Fork Lewis River|45.8072|-122.2496|11|5.0|https://www.wta.org/go-hiking/hikes/east-fork-lewis-river||Southwest Washington| Lewis River Region|8.0|1.8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9741.762566604
1968|0|0|0|0|0|0|0|0|0|1|0|0|0|0|||Icicle River Road Snowshoe|47.5476|-120.6888|11||https://www.wta.org/go-hiking/hikes/icicle-river-road-snowshoe||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9375.059232556898
2505|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Lake Philippa|||11||https://www.wta.org/go-hiking/hikes/lake-philippa||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
1499|0|1|0|0|0|1|1|0|1|0|0|0|1|1|3900.0|5400.0|Mirror Lakes|46.7957|-121.8415|11|5.0|https://www.wta.org/go-hiking/hikes/mirror-lakes|National Park Pass|Mount Rainier Area| SW - Longmire/Paradise|14.0|3.0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9551.088813172115
1105|0|1|0|0|1|0|0|1|0|0|0|1|1|1|||Silver Falls State Park|44.8777|-122.6556|11||https://www.wta.org/go-hiking/hikes/trail-of-ten-falls|Oregon State Parks Day-Use|nan|NaN|||0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9688.665003862987
2516|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Mount Olympus|47.802|-123.7088|11||https://www.wta.org/go-hiking/hikes/mount-olympus||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9374.037599785486
2212|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Fortune Peak via Esmeralda Basin (Esmerelda)|47.4292|-120.9377|11||https://www.wta.org/go-hiking/hikes/fortune-peak-via-esmeralda-basin-esmerelda-1394|Northwest Forest Pass|nan|NaN|||0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9390.646564894869
2711|0|0|0|0|0|0|1|0|1|0|0|0|1|1|2833.0|6783.0|Pugh Ridge|48.0113|-120.5722|11|5.0|https://www.wta.org/go-hiking/hikes/pugh-ridge||Central Cascades| Entiat Mountains/Lake Chelan|12.4|3.2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9268.375163135357
691|0|0|0|0|1|0|0|1|0|0|0|0|0|1|||Cedar Downs|47.3739|-122.0557|11||https://www.wta.org/go-hiking/hikes/cedar-downs|None|nan|NaN|||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9407.503531146878
1263|1|0|0|0|1|0|0|0|0|0|0|0|0|1|||Evergreen Beach Trail|47.0774|-122.9724|11||https://www.wta.org/go-hiking/hikes/evergreen-beach-trail||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9448.28727678086
2106|0|0|0|0|1|0|0|0|0|0|0|0|0|0|||Brink Trail|47.5296|-121.9957|11||https://www.wta.org/go-hiking/hikes/brink-trail|Discover Pass|nan|NaN|||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9389.764671066321
1777|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Oval Peak|48.3115|-120.3362|11||https://www.wta.org/go-hiking/hikes/oval-peak||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9287.258034624885
1267|0|0|0|0|1|0|0|0|0|1|0|0|0|1|||Preacher's Slough|46.9449|-123.6502|11||https://www.wta.org/go-hiking/hikes/chehalis-river-sloughs|Discover Pass|nan|NaN|||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9468.420315103947
2731|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Paris Creek|47.4132|-121.0589|11||https://www.wta.org/go-hiking/hikes/paris-creek||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9393.628807092235
1006|0|0|0|0|0|0|0|0|0|1|0|0|1|0|1500.0|1600.0|Angel's Rest|45.5602|-122.1727|11|1.0|https://www.wta.org/go-hiking/hikes/angels-rest|None|Southwest Washington| Columbia River Gorge - OR|4.8|5.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9808.369257300255
1524|0|0|0|0|1|0|1|1|0|0|0|0|0|0|||Volcano View Trail|46.1035|-122.21600000000001|11||https://www.wta.org/go-hiking/hikes/volcano-view-trail|Northwest Forest Pass|nan|NaN|||0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9549.253879100012
1843|1|0|0|0|1|1|0|0|0|0|0|0|1|0|120.0|120.0|Luther Burbank Park|47.589|-122.227|11|2.0|https://www.wta.org/go-hiking/hikes/luther-burbank-park|None|Puget Sound and Islands|NaN|3.0|3.5|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9385.301059020163
2747|0|0|0|0|0|0|1|0|1|0|0|0|0|1|2900.0|6200.0|North Scatter Creek|||11|4.0|https://www.wta.org/go-hiking/hikes/north-scatter-creek|Northwest Forest Pass|Snoqualmie Region| Salmon La Sac/Teanaway|5.8|2.5|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
2666|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Pyramid Viewpoint|||11||https://www.wta.org/go-hiking/hikes/pyramid-viewpoint||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
1994|0|0|0|0|0|0|0|0|0|1|0|1|0|0|350.0|1200.0|Grand Canyon of Fifteenmile Creek|||11|4.0|https://www.wta.org/go-hiking/hikes/grand-canyon-of-fifteenmile-creek|Discover Pass|Issaquah Alps| Tiger Mountain|1.4|2.25|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|
472|0|0|1|0|1|1|1|0|0|0|0|0|1|1|400.0|4195.0|Mirror Lake via the Pacific Crest Trail (PCT)|47.3731|-121.4468|11|1.0|https://www.wta.org/go-hiking/hikes/mirror-lake-via-the-pct|None, Northwest Forest Pass|Snoqualmie Region| Snoqualmie Pass|7.0|3.0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|9424.387744260363
2235|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Greenway Mountain|47.4364|-121.6612|11||https://www.wta.org/go-hiking/hikes/greenway-mountain||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9396.934548949346
2812|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Martin Creek|||11||https://www.wta.org/go-hiking/hikes/martin-creek||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
539|0|0|0|0|0|0|0|1|0|0|0|1|0|0|200.0|1000.0|Spoon Creek Falls|47.3538|-123.5652|11|4.0|https://www.wta.org/go-hiking/hikes/spoon-creek-falls||Olympic Peninsula| Olympia|0.8|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9466.886543013694
1511|1|0|0|0|1|0|0|0|0|0|0|0|0|1|500.0|500.0|Maury Island Marine Park|47.3818|-122.4086|11|2.0|https://www.wta.org/go-hiking/hikes/maury-island-marine-park|None|Puget Sound and Islands| Seattle-Tacoma Area|3.0|4.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9415.4275307124
951|0|0|1|0|0|1|1|0|0|0|0|0|0|1|1100.0|2200.0|Domke Lake|48.1907|-120.6278|11|5.0|https://www.wta.org/go-hiking/hikes/domke-lake|National Park Pass|Central Cascades| Entiat Mountains/Lake Chelan|7.0|4.2|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9249.132393142238
2182|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Pebble Creek|||11||https://www.wta.org/go-hiking/hikes/pebble-creek-hike||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
1297|0|0|0|0|0|0|0|0|0|1|0|0|0|1|500.0|4050.0|Tucannon River Canyon|46.1886|-117.6253|11|5.0|https://www.wta.org/go-hiking/hikes/tucannon-river|Discover Pass|Eastern Washington| Palouse and Blue Mountains|8.0|2.2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9634.891592885637
2241|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Colchuck Glacier|||11||https://www.wta.org/go-hiking/hikes/colchuck-galcier||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
599|0|0|0|0|1|1|1|1|0|0|0|0|1|1|100.0|4390.0|Seaquest State Park - Silver Lake|46.2959|-122.8176|11|5.0|https://www.wta.org/go-hiking/hikes/seaquest-state-park-silver-lake|Discover Pass|South Cascades| Mount St. Helens|3.0|2.2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9673.492677350781
889|1|0|0|0|0|0|0|1|0|0|0|0|0|0|420.0|200.0|Cape Disappointment State Park - North Head Trail|46.2981|-124.0728|11|0.0|https://www.wta.org/go-hiking/hikes/cape-disappointment-state-park-north-head-trail|Discover Pass|Southwest Washington| Long Beach Area|3.6|0.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9654.44356335988
1722|0|0|0|0|1|0|0|0|0|0|0|0|0|0|||South Tiger Powerline|47.4544|-121.9783|11||https://www.wta.org/go-hiking/hikes/south-tiger-powerline|Discover Pass|nan|NaN|||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9397.906868168717
628|0|0|1|0|0|1|0|0|1|1|0|0|0|0|1840.0|4750.0|Trail Creek|47.5431|-121.0976|11|4.0|https://www.wta.org/go-hiking/hikes/trail-creek-1|Northwest Forest Pass|Snoqualmie Region| Salmon La Sac/Teanaway|9.4|1.75|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9402.573826971788
2334|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Hogback Mountain|||11||https://www.wta.org/go-hiking/hikes/hogback-mountain||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
483|0|0|0|0|0|0|1|0|0|0|1|0|0|0|2280.0|5900.0|Strawberry Mountain|46.3135|-122.0364|11|5.0|https://www.wta.org/go-hiking/hikes/strawberry-mountain|Northwest Forest Pass|South Cascades| Mount St. Helens|10.7|2.6|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9663.380261020435
2638|0|0|0|0|0|0|0|0|0|1|0|0|1|1|76.0|2050.0|Saddle Mountain East|46.7919|-119.4462|11|4.0|https://www.wta.org/go-hiking/hikes/saddle-mountain-east|Discover Pass|Central Washington| Tri-Cities|4.0|3.25|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|9558.367394470059
2440|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Fay Peak|||11||https://www.wta.org/go-hiking/hikes/knapsack-pass-fay-peak-and-mt-pleasant||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
1143|0|0|0|0|0|0|0|0|0|0|0|1|0|0|||Maidenhair Falls|47.448|-123.5527|11||https://www.wta.org/go-hiking/hikes/maidenhair-falls|Northwest Forest Pass|nan|NaN|||0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9411.998867534554
1911|0|0|0|0|0|0|1|0|1|0|0|0|0|0|1800.0|2600.0|Jumpoff Ridge|47.8538|-121.5022|11|0.0|https://www.wta.org/go-hiking/hikes/jumpoff-ridge|Northwest Forest Pass|Central Cascades| Stevens Pass - West|8.0|0.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|9332.627860614133
956|0|0|0|0|0|0|1|0|0|0|1|0|0|0|||Teanaway Peak/Gene's Peak|47.3892|-120.8725|11||https://www.wta.org/go-hiking/hikes/teanaway-peak-genes-peak||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9394.394278064958
2139|0|1|0|0|1|0|1|0|0|1|0|0|1|1|300.0|2000.0|Agnes Gorge|48.3807|-120.8403|11|5.0|https://www.wta.org/go-hiking/hikes/agnes-gorge|None|Central Cascades| Entiat Mountains/Lake Chelan|5.5|3.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9230.21045759023
1438|0|0|0|0|1|0|1|0|0|0|0|0|0|0|750.0|2720.0|Nason Ridge Snowshoe|47.8|-120.7239|11|0.0|https://www.wta.org/go-hiking/hikes/nason-ridge-snowshoe|Sno-Parks Permit|Central Cascades| Leavenworth Area|3.6|0.0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9347.596586732876
1699|0|0|0|0|1|0|0|0|0|0|0|0|1|1|||Trail of the Cedars|48.676|-121.2433|11||https://www.wta.org/go-hiking/hikes/trail-of-the-cedars||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9256.205765992428
1983|0|1|0|0|1|1|0|1|0|0|0|0|1|1|60.0|525.0|Hazel Wolf Wetlands|47.5991|-122.0083|11|7.0|https://www.wta.org/go-hiking/hikes/hazel-wolf-wetlands|None|Issaquah Alps|NaN|1.7|3.71|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9382.20722475631
509|0|0|0|0|1|1|0|0|0|0|0|0|0|0|130.0|370.0|Phantom Lake Loop|47.5924|-122.131|11|2.0|https://www.wta.org/go-hiking/hikes/phantom-lake-loop|None|Puget Sound and Islands| Seattle-Tacoma Area|3.2|2.5|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9389.675579736631
2329|0|1|0|0|0|1|0|0|1|0|0|0|0|0|3150.0|3820.0|Wynoochee Pass to Sundown Lake|47.5163|-123.5393|11|0.0|https://www.wta.org/go-hiking/hikes/sundown-lake-way-trail|None|Olympic Peninsula| Olympia|12.0|0.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9448.707012201487
2838|0|0|0|0|1|1|0|0|1|0|0|0|0|0|300.0|4880.0|Louise Lake|46.7689|-121.72399999999999|11|5.0|https://www.wta.org/go-hiking/hikes/louise-lake|National Park Pass|Mount Rainier Area| SE - Cayuse Pass/Steven's Canyon|2.0|2.8|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9556.286837250176
